state	chamber	forecastyear	forecastmonth	forecastday	source	electionyear	jacobsonforecast	jacobsonforecastnumeric	note
"Nevada"	"senate"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Lean R"	"3"	""
"Nevada"	"house"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"New Hampshire"	"senate"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Toss-up"	"4"	""
"New Hampshire"	"house"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Likely D"	"6"	""
"New Jersey"	"senate"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"NO ELECTIONS"	""	""
"New Jersey"	"house"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"NO ELECTIONS"	""	""
"New Mexico"	"senate"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"New Mexico"	"house"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"New York"	"senate"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Toss-up"	"4"	""
"New York"	"house"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"North Carolina"	"senate"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Likely D"	"6"	""
"North Carolina"	"house"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Likely D"	"6"	""
"North Dakota"	"senate"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Lean R"	"3"	""
"North Dakota"	"house"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"Ohio"	"senate"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Likely R"	"2"	""
"Ohio"	"house"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Lean R"	"3"	""
"Oklahoma"	"senate"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Lean R"	"3"	""
"Oklahoma"	"house"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Likely R"	"2"	""
"Oregon"	"senate"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"Oregon"	"house"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Likely D"	"6"	""
"Pennsylvania"	"senate"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"Pennsylvania"	"house"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Toss-up"	"4"	""
"Rhode Island"	"senate"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"Rhode Island"	"house"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"South Carolina"	"senate"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"South Carolina"	"house"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"South Dakota"	"senate"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Likely R"	"2"	""
"South Dakota"	"house"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"Tennessee"	"senate"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Toss-up"	"4"	""
"Tennessee"	"house"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Lean D"	"5"	""
"Texas"	"senate"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"Texas"	"house"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Lean R"	"3"	""
"Utah"	"senate"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"Utah"	"house"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"Vermont"	"senate"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"Vermont"	"house"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"Virginia"	"senate"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"NO ELECTIONS"	""	""
"Virginia"	"house"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"NO ELECTIONS"	""	""
"Washington"	"senate"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"Washington"	"house"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"West Virginia"	"senate"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"West Virginia"	"house"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"Wisconsin"	"senate"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Lean D"	"5"	""
"Wisconsin"	"house"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Lean R"	"3"	""
"Wyoming"	"senate"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"Wyoming"	"house"	2008.0	3.0	20.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"Alabama"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"NO ELECTIONS"	""	""
"Alabama"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"NO ELECTIONS"	""	""
"Alaska"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Toss-up"	"4"	""
"Alaska"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Likely R"	"2"	""
"Arizona"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Lean R"	"3"	""
"Arizona"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Toss-up"	"4"	""
"Arkansas"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"Arkansas"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"California"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"California"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"Colorado"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Lean D"	"5"	""
"Colorado"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Likely D"	"6"	""
"Connecticut"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"Connecticut"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"Delaware"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"Delaware"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Lean D"	"5"	""
"Florida"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"Florida"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"Georgia"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"Georgia"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"Hawaii"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"Hawaii"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"Idaho"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"Idaho"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"Illinois"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Likely D"	"6"	""
"Illinois"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Likely D"	"6"	""
"Indiana"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"Indiana"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Toss-up"	"4"	""
"Iowa"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Likely D"	"6"	""
"Iowa"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Likely D"	"6"	""
"Kansas"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"Kansas"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"Kentucky"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Likely R"	"2"	""
"Kentucky"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"Louisiana"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"NO ELECTIONS"	""	""
"Louisiana"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"NO ELECTIONS"	""	""
"Maine"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Toss-up"	"4"	""
"Maine"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"Maryland"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"NO ELECTIONS"	""	""
"Maryland"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"NO ELECTIONS"	""	""
"Massachusetts"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"Massachusetts"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"Michigan"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"NO ELECTIONS"	""	""
"Michigan"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Lean D"	"5"	""
"Minnesota"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"NO ELECTIONS"	""	""
"Minnesota"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"Mississippi"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"NO ELECTIONS"	""	""
"Mississippi"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"NO ELECTIONS"	""	""
"Missouri"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Likely R"	"2"	""
"Missouri"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Likely R"	"2"	""
"Montana"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Lean R"	"3"	""
"Montana"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Toss-up"	"4"	""
"Nebraska"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Non-partisan"	""	""
"Nebraska"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Unicameral legislature"	""	""
"Nevada"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Toss-up"	"4"	""
"Nevada"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"New Hampshire"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Toss-up"	"4"	""
"New Hampshire"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Lean D"	"5"	""
"New Jersey"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"NO ELECTIONS"	""	""
"New Jersey"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"NO ELECTIONS"	""	""
"New Mexico"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"New Mexico"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"New York"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Lean D"	"5"	""
"New York"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"North Carolina"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Lean D"	"5"	""
"North Carolina"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Likely D"	"6"	""
"North Dakota"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Toss-up"	"4"	""
"North Dakota"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Likely R"	"2"	""
"Ohio"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Likely R"	"2"	""
"Ohio"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Lean R"	"3"	""
"Oklahoma"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Lean R"	"3"	""
"Oklahoma"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Likely R"	"2"	""
"Oregon"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"Oregon"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Toss-up"	"4"	""
"Pennsylvania"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"Pennsylvania"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Toss-up"	"4"	""
"Rhode Island"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"Rhode Island"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"South Carolina"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"South Carolina"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"South Dakota"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Lean R"	"3"	""
"South Dakota"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"Tennessee"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Lean R"	"3"	""
"Tennessee"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Lean D"	"5"	""
"Texas"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"Texas"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Lean R"	"3"	""
"Utah"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"Utah"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"Vermont"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"Vermont"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"Virginia"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"NO ELECTIONS"	""	""
"Virginia"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"NO ELECTIONS"	""	""
"Washington"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"Washington"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"West Virginia"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"West Virginia"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe D"	"7"	""
"Wisconsin"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Lean D"	"5"	""
"Wisconsin"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Toss-up"	"4"	""
"Wyoming"	"senate"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"Wyoming"	"house"	2008.0	10.0	15.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2008.0	"Safe R"	"1"	""
"Alabama"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Toss-up"	"4"	""
"Alabama"	"house"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Toss-up"	"4"	""
"Alaska"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Toss-up"	"4"	""
"Alaska"	"house"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Lean R"	"3"	""
"Arizona"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Likely R"	"2"	""
"Arizona"	"house"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Likely R"	"2"	""
"Arkansas"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Safe D"	"7"	""
"Arkansas"	"house"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Safe D"	"7"	""
"California"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Safe D"	"7"	""
"California"	"house"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Safe D"	"7"	""
"Colorado"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Lean D"	"5"	""
"Colorado"	"house"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Lean D"	"5"	""
"Connecticut"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Safe D"	"7"	""
"Connecticut"	"house"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Safe D"	"7"	""
"Delaware"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Safe D"	"7"	""
"Delaware"	"house"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Lean D"	"5"	""
"Florida"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Likely R"	"2"	""
"Florida"	"house"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Likely R"	"2"	""
"Georgia"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Safe R"	"1"	""
"Georgia"	"house"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Safe R"	"1"	""
"Hawaii"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Safe D"	"7"	""
"Hawaii"	"house"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Safe D"	"7"	""
"Idaho"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Safe R"	"1"	""
"Idaho"	"house"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Safe R"	"1"	""
"Illinois"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Likely D"	"6"	""
"Illinois"	"house"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Likely D"	"6"	""
"Indiana"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Safe R"	"1"	""
"Indiana"	"house"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Lean R"	"3"	""
"Iowa"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Lean D"	"5"	""
"Iowa"	"house"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Toss-up"	"4"	""
"Kansas"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"NO ELECTIONS"	""	""
"Kansas"	"house"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Safe R"	"1"	""
"Kentucky"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Likely R"	"2"	""
"Kentucky"	"house"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Likely D"	"6"	""
"Louisiana"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"NO ELECTIONS"	""	""
"Louisiana"	"house"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"NO ELECTIONS"	""	""
"Maine"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Lean D"	"5"	""
"Maine"	"house"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Safe D"	"7"	""
"Maryland"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Safe D"	"7"	""
"Maryland"	"house"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Safe D"	"7"	""
"Massachusetts"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Safe D"	"7"	""
"Massachusetts"	"house"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Safe D"	"7"	""
"Michigan"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Likely R"	"2"	""
"Michigan"	"house"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Lean D"	"5"	""
"Minnesota"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Likely D"	"6"	""
"Minnesota"	"house"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Lean D"	"5"	""
"Mississippi"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"NO ELECTIONS"	""	""
"Mississippi"	"house"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"NO ELECTIONS"	""	""
"Missouri"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Safe R"	"1"	""
"Missouri"	"house"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Safe R"	"1"	""
"Montana"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Lean R"	"3"	""
"Montana"	"house"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Toss-up"	"4"	""
"Nebraska"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Non-partisan"	""	""
"Nebraska"	"house"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Unicameral legislature"	""	""
"Nevada"	"senate"	2010.0	8.0	5.0	"hard copies sent from Louis Jacobson on October 3, 2018"	2010.0	"Lean D"	"5"	""
