CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS
H8CA34134,"CARMONA, ARTURO",O,1,DEM,0,0,705.9,0,1085.61,379.71,0,0,0,0,0,45864.36,0,CA,34,,,,,,0,0,09/30/2022,0,0
H8CA34142,"HERNANDEZ, SARA",O,1,DEM,0,0,0,0,0,0,0,0,0,0,0,26586.61,0,CA,34,,,,,,0,0,09/30/2022,0,0
H8CA34183,"CABILDO, MARIA",O,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,34,,,,,,0,0,01/28/2021,0,0
H8CA34258,"AHN, ROBERT LEE",O,1,DEM,0,0,0,0,16.06,16.06,0,0,0,0,0,533998.24,0,CA,34,,,,,,0,0,09/30/2022,0,0
H8CA34266,"GOMEZ, JIMMY",I,1,DEM,1576874.75,13000,1103745.43,0,489518.59,962647.91,0,0,0,0,0,13201.04,574074.73,CA,34,,,,,,989800.02,0,09/30/2022,10429,0
H6CA34237,"MEJIA, KENNETH",C,3,GRE,304.46,0,649.96,0,-110.1,-282.85,304.46,0,0,0,0,0,0,CA,34,,,,,,0,0,03/31/2021,0,0
H2CA35159,"STEVENS, LLOYD ALEXANDER",C,1,DEM,17639.79,0,13971.79,0,0,3668,13971.79,0,0,0,0,0,0,CA,35,,,,,,0,0,07/15/2022,0,0
H4CA35031,"TORRES, NORMA",C,1,DEM,680714.73,0,490606.84,0,207653.52,397761.41,0,0,0,0,0,2243.89,238358.56,CA,35,,,,,,437762.14,0,09/30/2022,0,0
H0CA35146,"CARGILE, MIKE",C,2,REP,56519.8,0,43514.18,25,197.96,13107.58,32,0,0,0,0,19457.57,51487.8,CA,35,,,,,,5000,0,09/30/2022,0,0
H2CA35142,"CARACAMO, RAFAEL DR.",C,2,REP,54278.05,0,54278.05,0,0,0,5323.05,0,0,0,0,0,48955,CA,35,,,,,,0,0,09/30/2022,0,0
H4CA33119,"LIEU, TED",I,1,DEM,1338455.76,22916.31,2089451.07,0,1944363.98,1193368.67,0,0,0,0,0,0,908501.96,CA,36,,,,,,388250.01,0,09/30/2022,12287,500
H0CA36193,"CRUZ, ERIN",C,2,REP,1495.73,0,2277.29,0,781.56,0,1000,0,0,0,0,0,670.73,CA,36,,,,,,0,0,06/30/2022,0,0
H0CA43108,"COLLINS, JOE E III",C,2,REP,2399101.15,0,3041990.38,591.51,635522.84,-7366.39,0,0,0,0,0,62454.39,2345653.78,CA,36,,,,,,8241.51,0,09/30/2022,1357.37,0
H2CA33196,"GATES, DERRICK ROLLIN",C,2,REP,10013.19,0,11016,0,859.15,180,1200,0,0,0,0,0,8813.19,CA,36,,,,,,0,0,06/30/2022,0,0
H2CA33212,"RAGGE, CLAIRE",C,2,REP,28527.69,0,28527.69,0,0,0,4187.69,24000,0,1400,0,13340,340,CA,36,,,,,,0,0,06/30/2022,0,0
H2CA36462,"JENKINS, STORM",C,2,REP,7475,0,7475,0,0,0,0,0,0,0,0,0,7475,CA,36,,,,,,0,0,05/15/2022,0,0
H2CA36496,"HAKAMI, ARIANA",C,2,REP,5519,0,5312.68,0,0,206.32,740,3400,0,0,0,3400,1379,CA,36,,,,,,0,0,09/30/2022,0,0
H0CA33117,"BASS, KAREN",I,1,DEM,675272.21,268264.66,958796.43,0,1325864.24,1042340.02,0,0,0,0,0,0,248577.54,CA,37,,,,,,155250,0,09/30/2022,158630,7500
H2CA37296,"LEE, DANIEL",O,1,DEM,57712.45,0,56793.92,0,0,918.53,200,0,0,0,0,5383.03,57003.04,CA,37,,,,,,99,0,09/30/2022,40.83,0
H2CA37304,"KAMLAGER, SYDNEY",O,1,DEM,935255.13,0,685682.42,0,0,249572.71,0,0,0,0,0,35658.82,577298.94,CA,37,,,,,,355750.02,1500,09/30/2022,4900,1000
H2CA37312,"PERRY, JAN",O,1,DEM,608426.36,0,483930.02,0,0,124496.34,300,0,0,0,0,7793.33,582029.61,CA,37,,,,,,23650,0,09/30/2022,1050,0
H2CA37338,"MENDOZA, SANDRA",O,1,DEM,11578,0,10244.9,0,0,1333.1,0,0,2000,0,0,13859.76,9578,CA,37,,,,,,0,0,09/30/2022,0,0
H2CA37346,"SHURE, MICHAEL MR.",O,1,DEM,255481.82,0,240845.85,0,0,12385.97,0,18000,0,0,0,51967,234481.82,CA,37,,,,,,3000,0,09/30/2022,186.45,0
H0CA37167,"WEBBER, ERROL MR.",C,2,REP,32390.54,0,31181.16,0,47.95,0,1500,0,0,0,0,1012.8,27215.64,CA,37,,,,,,2000,0,06/30/2022,0,0
H2CA38245,"MOREIRA, ELIZABETH",C,1,DEM,10698,0,10421.33,0,0,284.42,0,0,1900,0,0,2500,8798,CA,38,,,,,,0,0,09/30/2022,0,0
H2CA38252,"ANI, SYLVESTER UGONNA JR.",C,1,DEM,22050.36,0,22050.36,0,0,0,0,0,0,0,0,0,22050.36,CA,38,,,,,,0,0,12/31/2021,0,0
H2CA39078,"SANCHEZ, LINDA",I,1,DEM,1412425.96,0,1308048.54,0,840983.22,945360.64,0,0,0,0,0,0,378614.54,CA,38,,,,,,1030497.57,0,09/30/2022,3018,3500
H2CA38260,"CLEMMONS, MITCHELL",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,38,,,,,,0,0,01/29/2022,0,0
H2CA39151,"CHING, ERIC J",C,2,REP,239812.21,0,202780.41,0,0,37031.8,7400,10000,0,10000,0,0,210571.01,CA,38,,,,,,5000,0,09/30/2022,1300,0
H2CA43245,"TAKANO, MARK",I,1,DEM,1145204.93,10605.41,753559.22,0,163964.12,555609.83,0,0,0,0,0,0,785155.52,CA,39,,,,,,349444,0,09/30/2022,22189,0
H8CA39174,"CISNEROS, GILBERT",I,1,DEM,3953.67,0,105061.88,0,101108.21,0,0,0,0,70524.89,0,0,31.36,CA,39,,,,,,0,0,08/25/2021,0,0
H8CA39299,"LEE, HERBERT",O,1,DEM,2900,0,2810,0,2888.73,2978.73,0,2900,0,0,0,252453.16,0,CA,39,,,,,,0,0,09/30/2022,0,0
H2CA39177,"MINNELLA, JOHN LORDSAL",C,2,REP,5626,0,5221.34,0,0,404.66,25,2400,50,0,0,3506.52,3151,CA,39,,,,,,0,0,09/30/2022,0,0
H2CA39185,"PETERSON, ARTHUR LAVERNE DR",C,2,REP,115,0,2683.87,0,0,-11130.75,0,0,0,0,0,0,0,CA,39,,,,,,0,0,06/01/2022,0,0
H2CA41132,"SPINNEY, BILL",C,2,REP,127878,0,127654.44,0,0,223.56,125700,0,0,0,0,0,2178,CA,39,,,,,,0,0,09/30/2022,0,0
H2CA46123,"CULLUM, JOHN J",O,2,REP,0,0,0,0,10.05,10.05,0,0,0,0,0,5361.57,0,CA,39,,,,,,0,0,06/30/2022,0,0
H0CA40120,"FELIX, ANTHONY DR. JR.",C,1,DEM,21389,0,21371.69,0,0,17.31,200,12000,0,2492.45,0,9507.55,7189,CA,40,,,,,,2000,0,02/01/2022,0,0
H2CA33048,"ROYBAL-ALLARD, LUCILLE",I,1,DEM,179679.02,0,170523.09,0,38542.81,47698.74,0,0,0,0,0,0,47959,CA,40,,,,,,131701.98,0,09/30/2022,5000,6000
H2CA40092,"MAHMOOD, ASIF DR.",C,1,DEM,3091378.08,221627.21,2368455.21,0,0,722922.87,6348.33,0,0,0,0,0,2646876.74,CA,40,,,,,,215045.6,1006.2,09/30/2022,62463.7,4000
H0CA40138,"DELGADO, ANTONIO",C,2,REP,250,0,8065.47,0,5815.47,-2000,0,0,0,7503,0,35797,250,CA,40,,,,,,0,0,06/30/2021,0,0
H2CA40084,"RATHS, GREG",C,2,REP,226602.86,0,226602.86,0,0,0,0,107500,0,10189.59,0,0,119102.86,CA,40,,,,,,0,0,09/14/2022,0,0
H2CA45133,"TAURUS, NICHOLAS",C,2,REP,9693.56,0,4882.54,0,0,450,0,0,0,0,0,0,9693.56,CA,40,,,,,,0,0,08/19/2022,0,0
H8CA39240,"KIM, YOUNG",I,2,REP,8047971,630274.11,7527509.43,11949.05,408341.94,928803.51,0,0,0,0,0,94940.66,5854374.12,CA,40,,,,,,1510194.72,5000,09/30/2022,96187.61,3129.82
H8CA40206,"CORTES BARRAGAN, RODOLFO",C,3,GRE,31.46,0,1.68,0,77.15,106.93,0,0,0,0,0,0,31.46,CA,40,,,,,,0,0,06/30/2022,0,0
H2CA42189,"MOSELY, BRANDON",C,1,DEM,205883.08,0,200309.92,500,0,6055.66,0,0,0,0,0,0,183772.3,CA,41,,,,,,22110,0,09/30/2022,362,0
H2CA42197,"KURANI, SHRINA",C,1,DEM,548956.4,0,548956.4,0,0,0,14565,0,0,0,0,0,475230.55,CA,41,,,,,,27586.72,0,12/31/2022,61051,5000
H2CA42205,"ROLLINS, WILL",C,1,DEM,2928320.76,96816.33,1909242.49,0,0,1019078.27,9800,0,0,0,0,0,2592107.73,CA,41,,,,,,229589.72,6.3,09/30/2022,20040,0
H2CA37023,"CALVERT, KEN",I,2,REP,3095654.8,369908.8,2390536.02,0,410598.85,1115717.63,0,0,0,0,0,11787.26,1752728.4,CA,41,,,,,,971299,0,09/30/2022,11521,5400
H6CA41182,"SHEPHERD, DOUG",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,176333.77,0,CA,41,,,,,,0,0,09/30/2022,0,0
H8CA41170,"SMITH, AJA",C,2,REP,160990.11,0,143073.6,0,1016.45,6790.56,0,0,0,0,0,0,160938.81,CA,41,,,,,,0,0,09/30/2022,51,0
H0CA42217,"O'MARA, WILLIAM EDWARD DR IV",C,1,DEM,13581.22,0,14864.01,0,1282.79,0,8956.41,0,0,0,0,0,4624.81,CA,42,,,,,,0,0,06/30/2021,0,0
H0CA47166,"MATHEWS, PETER",C,1,DEM,12675.62,0,5764.34,0,0,6911.28,0,3802.64,0,0,0,2100,6449.75,CA,42,,,,,,0,0,08/15/2022,0,0
H2CA42213,"GARCIA, CRISTINA",C,1,DEM,408582.88,0,393293.27,0,500,15789.61,0,0,140000,0,0,140000,253820.64,CA,42,,,,,,8000,0,09/30/2022,0,0
H2CA42221,"SUMMERVILLE, WILLIAM M.",C,1,DEM,36250.47,0,36226.96,0,0,23.51,0,0,100,0,100,12195.12,33979,CA,42,,,,,,2000,0,09/30/2022,0,0
H2CA42247,"BELTRAN, JOAQUIN",C,1,DEM,38383.77,0,33885.62,0,0,4498.15,0,12487.54,0,5169,0,7318.54,23253,CA,42,,,,,,0,0,09/30/2022,1000,0
H2CA47188,"GARCIA, ROBERT",C,1,DEM,1564733.58,0,1275164.24,0,0,289569.34,0,0,0,0,0,0,1247869.46,CA,42,,,,,,311963,0,09/30/2022,15319.75,0
H8CA47078,"BRISCOE, JOHN",C,2,REP,513305,0,266033.62,0,10389.98,257661.36,1300,255000,250000,250000,0,275000,2005,CA,42,,,,,,5000,0,09/30/2022,0,0
H4CA23011,"WATERS, MAXINE",I,1,DEM,1122833.32,0,1175017.31,0,298556.94,268683.31,0,0,0,0,0,45293.61,465608.32,CA,43,,,,,,613225,0,09/30/2022,100,5000
H6CA44145,"NAVARRO, OMAR",C,2,REP,82458.53,0,86942.9,0,2758.64,274.27,2,0,25,0,0,25,80308.31,CA,43,,,,,,0,0,09/30/2022,6471,0
H2CA35100,"HALL, ISADORE III",C,1,DEM,0,0,833.14,0,833.14,0,0,0,0,0,0,501802.11,0,CA,44,,,,,,0,0,09/30/2022,0,0
H6CA44103,"BARRAGAN, NANETTE",I,1,DEM,1111379.97,0,564991.91,0,1050751.86,1597139.92,0,0,0,0,0,0,415954.01,CA,44,,,,,,692925.96,0,09/30/2022,2050,0
H2CA39136,"CHEN, JAY",C,1,DEM,4146130.82,45485.8,3222845.59,0,73725.55,997010.78,0,0,0,0,0,16448.54,3699279.22,CA,45,,,,,,381843,12629.95,09/30/2022,20712.48,500
H2CA48095,"VARASTEH, RON",C,1,DEM,0,0,109.99,0,3489.11,3379.12,0,0,0,0,0,100000,0,CA,45,,,,,,0,0,09/30/2022,0,0
H8CA45189,"FORDE, BRIAN",C,1,DEM,0,0,700.2,0,223057.91,222357.71,0,0,0,0,0,0,0,CA,45,,,,,,0,0,09/30/2022,0,0
H0CA48198,"STEEL, MICHELLE",I,2,REP,6363662.34,1445098.04,4599095.16,0,157073.91,1921641.09,0,200000,0,0,0,470573.13,3338676.31,CA,45,,,,,,1295458.5,0,09/30/2022,18364.23,2500
H2CA45141,"DALE, TERRY",C,2,REP,600,0,600,0,0,0,350,0,0,0,0,0,250,CA,45,,,,,,0,0,12/31/2021,0,0
H2CA45158,"COLLINS, SHAWN",C,2,REP,516145.52,15694.12,516145.52,0,0,0,0,0,0,0,0,0,495781.29,CA,45,,,,,,4500,0,10/14/2022,82804.74,1014.19
H4CA45089,"RATHS, GREGORY GERARD",C,2,REP,7768.98,0,4267.47,0,1998.49,0,5500,0,0,0,0,5500,68.01,CA,45,,,,,,0,0,03/10/2021,0,0
H2CA46149,"ORTEGA, MICHAEL",C,1,DEM,63382.4,0,63332.39,0,0,50.01,0,0,0,0,0,1575,62082.4,CA,46,,,,,,1000,0,09/30/2022,20.83,0
H6CA46116,"CORREA, LOU",I,1,DEM,1171697.19,0,629840.07,0,1145700.71,1687557.83,0,0,0,0,0,25467.66,336203.18,CA,46,,,,,,835494.01,0,09/30/2022,-4000,1333.5
H0CA45160,"GONZALES, CHRISTOPHER",C,2,REP,46163.37,0,30738.87,0,0,15424.5,0,7500,0,0,0,13919.45,32804.99,CA,46,,,,,,5500,0,09/30/2022,650,0
H0CA46077,"WATERS, JAMES STEVENS",C,2,REP,0,0,5868.92,0,5868.92,0,0,0,0,1176.05,0,0,0,CA,46,,,,,,0,0,12/31/2021,0,0
H2CA00104,"LOWENTHAL, ALAN",I,1,DEM,192408.74,0,299418.21,0,393034.98,285025.51,0,0,0,0,0,0,23592.55,CA,47,,,,,,165500,0,09/30/2022,0,10000
H2CA38062,"MATHEWS, E. PETER",C,1,DEM,12675.62,0,5764.34,0,0,6911.28,0,3802.64,0,0,0,2100,6449.75,CA,47,,,,,,0,0,08/15/2022,0,0
H8CA45130,"PORTER, KATHERINE",I,1,DEM,21758505.83,102308.37,16263689.28,0,10267752.44,15762568.99,0,0,0,0,0,0,20782319.55,CA,47,,,,,,606190.46,6453.35,09/30/2022,144596.52,5800
H0CA47133,"MOUA, SOU",C,2,REP,0,0,274,0,1489.91,1333.91,0,0,0,0,0,7000,0,CA,47,,,,,,0,0,09/30/2022,0,0
H0CA47141,"WEST, AMY PHAN",C,2,REP,0,0,20464.36,12370.44,20464.36,0,0,0,0,0,0,0,0,CA,47,,,,,,0,0,01/31/2021,0,0
H0CA48172,"BURLEY, BRIAN J MR.",C,2,REP,374538.31,0,357033,0,609.76,18115.07,1,232000,0,224000,0,89194.17,141723.31,CA,47,,,,,,0,0,09/30/2022,15,0
H2CA45125,"PHAN WEST, AMY",C,2,REP,202153.49,0,193710.63,0,0,8442.86,0,0,0,0,0,0,201653.49,CA,47,,,,,,0,0,09/30/2022,2111,0
H2CA47170,"LYONS, MICHELLE",C,2,REP,21515,0,12176.7,0,0,9338.3,0,0,0,0,0,20217.47,21415,CA,47,,,,,,100,0,09/30/2021,0,0
H2CA47196,"BAUGH, SCOTT",C,2,REP,2487128.12,236099.71,2076976.63,71525.41,0,410151.49,5800,0,0,0,0,86863.13,1894518.91,CA,47,,,,,,339970,10000,09/30/2022,20699.69,0
H2CA47204,"WEBBER, ERROL",C,2,REP,32390.54,0,31181.16,0,47.95,0,1500,0,0,0,0,1012.8,27215.64,CA,47,,,,,,2000,0,06/30/2022,0,0
H4CA47069,"WHALLON, ANDREW",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,116300,0,CA,47,,,,,,0,0,01/26/2021,0,0
H8CA47060,"CLIFFORD, DAVID",C,2,REP,0,0,0,0,-2489.98,-2489.98,0,0,0,0,0,10823.57,0,CA,47,,,,,,0,0,09/30/2022,0,0
H2CA50174,"HOULAHAN, STEPHEN WILLIAM",C,1,DEM,63030.75,0,44173.75,470,972.55,19829.55,0,0,0,0,0,0,62880.75,CA,48,,,,,,150,0,09/30/2022,5,0
H6CA48237,"SAVARY, SUZANNE JOYCE",C,1,DEM,0,0,275,0,4234.69,3959.69,0,0,0,0,0,8639.44,0,CA,48,,,,,,0,0,09/30/2022,0,0
H8CA48035,"ROUDA, HARLEY E JR",C,1,DEM,1240825.68,11347.09,1262296.05,0,70079.75,48609.38,0,0,0,116244.58,0,0,1065419.24,CA,48,,,,,,78781,0,09/30/2022,176147.2,16500
H8CA48043,"OATMAN, LAURA",C,1,DEM,0,0,600,0,2113,1513,0,0,0,0,0,0,0,CA,48,,,,,,0,0,09/30/2022,0,0
H8CA48100,"KOTICK, MICHAEL",C,1,DEM,0,0,650,0,2464,1814,0,0,0,0,0,202525,0,CA,48,,,,,,0,0,09/30/2022,0,0
H0CA48024,"ISSA, DARRELL",I,2,REP,2077200.13,475607.35,1922290.36,0,292563.26,447473.03,0,200000,0,950000,0,5081387.99,1111717.91,CA,48,,,,,,281635.88,0,09/30/2022,3164,0
H8CA40057,"COX, CHRISTOPHER HON.",C,2,REP,.47,0,1540,0,3466.14,1926.61,0,0,0,0,0,0,0,CA,48,,,,,,0,0,09/30/2022,0,0
H8CA42061,"ROHRABACHER, DANA",I,2,REP,0,0,1681.72,0,1681.72,0,0,0,0,0,0,0,0,CA,48,,,,,,0,0,03/31/2021,0,0
H8CA49058,"LEVIN, MIKE",I,1,DEM,4485580.07,96446.39,3970894.02,0,1502261.3,2016947.35,0,0,0,0,0,5000,3554641.55,CA,49,,,,,,819100.85,8981.37,09/30/2022,32957.78,1000
H2CA49242,"RODRIGUEZ, CHRISTOPHER",C,2,REP,1241858.9,0,1240172.28,0,0,1686.62,0,125300,0,0,0,125300,1097405.54,CA,49,,,,,,16500,0,09/30/2022,41950,0
H2CA49259,"ELIZABETH, ANNE",C,2,REP,9900.5,0,9875.5,0,0,0,31,250,0,0,0,0,9619.5,CA,49,,,,,,0,0,09/30/2022,0,0
H2CA49267,"BARTLETT, LISA",C,2,REP,565969.66,0,565331.05,0,0,638.61,0,62500,0,0,0,166323.28,498709.09,CA,49,,,,,,4750,0,09/30/2022,116676,0
H2CA49275,"ONEIL, JOSIAH",C,2,REP,156877.11,0,156877.11,0,0,0,25,0,0,0,0,0,156852.11,CA,49,,,,,,0,0,08/23/2022,11800,0
H2CA49317,"TAYLOR, RENEE",C,2,REP,4776.57,0,4409.47,0,0,362.53,4064.65,0,0,0,0,0,685,CA,49,,,,,,0,0,06/30/2022,0,0
H8CA49090,"GASPAR, KRISTIN",O,2,REP,0,0,20.13,0,20.13,0,0,0,0,0,0,0,0,CA,49,,,,,,0,0,09/30/2022,0,0
H8CA49108,"MARYOTT, BRIAN L MR",C,2,REP,3670940.88,204102.32,3136631.87,89067.15,11794.02,546103.03,304773.13,1500000,0,0,0,1756434.4,1523564.43,CA,49,,,,,,128329.33,0,09/30/2022,4717.29,0
H8CA49132,"SCHMITT, MICHAEL D",O,2,REP,0,0,94.41,0,94.41,0,0,0,0,0,0,7670.13,0,CA,49,,,,,,0,0,06/30/2021,0,0
H2CA50190,"BILASH, TIMOTHY DANIEL DR. M.D.",C,1,DEM,3244.93,0,2683.12,0,0,561.81,0,0,0,0,0,0,3244.93,CA,50,,,,,,0,0,09/30/2022,0,0
H2CA50208,"ROCHA, JOSEPH C.",C,1,DEM,467855.92,0,467855.92,0,0,0,0,0,0,0,0,0,429876.49,CA,50,,,,,,28200,0,05/10/2022,25456,7800
H2CA50224,"TAITANO, KYLIE",C,1,DEM,148644.96,0,148644.96,0,0,0,10,34733.77,0,0,0,0,113901.19,CA,50,,,,,,0,0,09/30/2022,2900.83,0
H2CA52089,"PETERS, SCOTT",I,1,DEM,2249284.77,365204.78,2000229.76,0,1581118.09,1830173.1,8196.07,0,0,0,0,170760.12,682522.66,CA,50,,,,,,1165645.01,0,09/30/2022,6678,0
H6CA50258,"MALLOY, JEFFREY",C,1,DEM,0,0,0,0,41.61,41.61,0,0,0,0,0,10236.33,0,CA,50,,,,,,0,0,09/30/2022,0,0
H8CA50098,"CAMPA-NAJJAR, AMMAR",O,1,DEM,10088.02,0,11584.59,0,3438.09,1941.52,0,0,0,0,0,4674.76,9038.02,CA,50,,,,,,1000,0,09/30/2022,544.5,0
H0CA50129,"ABED, SAM",C,2,REP,0,0,10400.23,0,10400.23,0,0,0,0,0,0,0,0,CA,50,,,,,,0,0,12/31/2021,0,0
H2CA50232,"GUSTAFSON, COREY",C,2,REP,92226.63,0,77012.62,0,0,15214.01,0,5978,0,0,0,5978,76119.3,CA,50,,,,,,5000,5129.33,09/30/2022,0,0
H2CA50240,"CHIDDICK, DAVID",C,2,REP,1640,0,0,0,0,1640,0,0,0,0,0,0,1640,CA,50,,,,,,0,0,05/18/2022,0,0
H8CA50163,"WELLS, WILLIAM DANIEL",O,2,REP,0,0,8582.36,0,8582.36,0,0,0,0,0,0,0,0,CA,50,,,,,,0,0,12/31/2021,0,0
H8CA52037,"JONES, BRIAN W",O,2,REP,0,0,0,0,861.8,861.8,0,0,0,0,0,0,0,CA,50,,,,,,0,0,09/30/2022,0,0
H8CA52052,"HUNTER, DUNCAN D",I,2,REP,0,0,5200,0,15200.19,10000.19,0,0,0,0,0,39941.96,0,CA,50,,,,,,0,0,09/30/2022,-700,0
H2CA50216,"SCHINDLER, ADAM DR.",C,3,IND,45231.36,0,49997.42,0,0,-4766.06,100,40000,0,0,0,0,4969.11,CA,50,,,,,,0,0,09/30/2022,200,0
H2CA53020,"HOLMAN LEAK, BARRETT",C,1,DEM,3641.05,0,2684.55,0,0,114.32,1540,0,0,0,0,0,2101.05,CA,51,,,,,,0,0,06/30/2022,0,0
H8CA49074,"JACOBS, SARA",C,1,DEM,1639746.51,0,1487899.19,0,102166.52,254013.84,779389.91,0,0,0,0,0,644046.64,CA,51,,,,,,170000.02,0,09/30/2022,7559,1500
H2CA51206,"CAPLAN, STAN",C,2,REP,111510.3,0,75127.58,0,0,36382.72,7519.87,15000,0,0,0,15000,70855.43,CA,51,,,,,,8135,0,09/30/2022,0,0
H8CA51062,"HIDALGO, JUAN M SGTMAJ JR",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,51,,,,,,0,0,01/01/2021,0,0
H2CA51222,"CORTES, JOSE MARCOS",C,3,PFP,7444.04,0,6746.33,0,0,697.71,0,0,0,0,0,0,6944.04,CA,51,,,,,,0,500,09/30/2022,0,0
H2CA50026,"VARGAS, JUAN C.",I,1,DEM,876145.59,119494.82,547969.99,0,69739.3,397914.9,0,0,0,0,0,0,243804.54,CA,52,,,,,,510900,0,09/30/2022,0,0
H2CA52162,"VAZQUEZ, JOAQUIN",C,1,DEM,10093.11,0,6070.94,0,0,4022.17,0,5390,0,121.73,0,0,4688.17,CA,52,,,,,,0,0,08/05/2022,20.83,0
H0CA52083,"DEBELLO, JAMES",C,2,REP,6312.5,0,15147.28,0,8834.78,0,0,0,0,6300,0,0,6312.5,CA,52,,,,,,0,0,12/31/2021,25,0
H2CA52154,"BAILEY, RICHARD",C,2,REP,524903.75,0,330185.31,0,0,194718.44,0,0,0,0,0,0,518903.75,CA,52,,,,,,6000,0,09/30/2022,109142.9,5000
H2CA52188,"GEFFENEY, TYLER",C,2,REP,34347.04,0,19023.27,0,0,15323.77,1740,0,0,0,0,0,24540.04,CA,52,,,,,,7717,0,09/30/2022,0,0
H0CA49055,"DAVIS, SUSAN A.",I,1,DEM,10240.05,0,53365.18,0,43125.13,0,0,0,0,0,0,0,0,CA,53,,,,,,0,0,04/15/2022,0,0
H0CA53107,"GOMEZ, GEORGETTE",O,1,DEM,517.3,460.63,26344.19,0,28542.09,2715.2,0,0,0,0,0,46942.61,0,CA,53,,,,,,0,0,09/30/2022,1420.63,0
H0CA53180,"KUTNER, ERIC ROGER",O,1,DEM,0,0,29.16,0,4245.61,4216.45,0,0,0,0,0,11.09,0,CA,53,,,,,,0,0,09/30/2022,0,0
H2CA53038,"WELLS, BILL D.",C,2,REP,25253.37,7853.37,18074.44,0,0,7178.93,0,0,0,0,0,0,17400,CA,53,,,,,,0,0,09/30/2022,14500,0
H0CO01136,"DURAN, CRISANTA DESIRAE",C,1,DEM,0,0,2339,0,54122.67,51783.67,0,0,0,0,0,0,0,CO,01,,,,,,0,0,09/30/2022,0,0
H2CO01199,"WALIA, NEAL",C,1,DEM,193098.88,0,192319.35,0,0,779.53,2800,0,0,0,0,0,190298.88,CO,01,,,,,,0,0,06/30/2022,0,0
H6CO01141,"DEGETTE, DIANA L",I,1,DEM,1037980.52,0,943683.38,0,277372.77,371669.91,0,0,0,0,0,0,450009.27,CO,01,,,,,,587482.64,0,09/30/2022,5570,3000
H0CO02233,"BOLLING, SHANE",C,2,REP,30,0,30,0,0,0,30,0,0,0,0,0,0,CO,01,,,,,,0,0,03/31/2021,0,0
H2CO01173,"WATERS, DOM",C,3,OTH,4123.36,0,3907.25,0,150,204.93,2364.87,0,0,0,0,0,216.11,CO,01,,,,,,0,1542.38,09/30/2022,0,0
H8CO02160,"NEGUSE, JOSEPH",I,1,DEM,2113991.57,52445.58,1162946.36,0,893504.31,1844549.52,0,0,0,0,0,0,1602201.74,CO,02,,,,,,456625.01,2500,09/30/2022,14264.66,0
H8CO02228,"LARSEN, KRISTOPHER WILLIAM DR.",O,1,DEM,0,0,0,0,9407.87,9407.87,0,0,0,0,0,0,0,CO,02,,,,,,0,0,09/30/2022,0,0
H2CO02205,"DAWSON, MARSHALL",C,2,REP,44750.99,0,22850.06,0,0,21900.93,6314.17,10000,0,0,0,10000,24666.82,CO,02,,,,,,3770,0,09/30/2022,0,0
H2CO02197,"YURASH, STEPHEN ANDREW",C,3,UN,21594,0,12369.26,0,10500,19724.74,0,18000,0,0,0,28000,2370,CO,02,,,,,,0,0,09/30/2022,0,0
H0CO03132,"VALDEZ, DONALD",C,1,DEM,336777.27,0,336777.27,0,0,0,10568.34,0,0,0,0,0,325815.04,CO,03,,,,,,0,0,06/06/2022,9433,0
H2CO03195,"WILHELM, COLIN",C,1,DEM,308233.1,0,275892.91,0,0,44240.19,35.6,281000,0,500,0,293500,27197.5,CO,03,,,,,,0,0,03/31/2022,2900,0
H2CO03203,"SMITH, GREGG HARRISON",C,1,DEM,61203.99,0,61203.99,0,0,0,0,0,0,0,0,0,61203.99,CO,03,,,,,,0,0,03/31/2021,5,0
H2CO03211,"DONOVAN, KERRY",C,1,DEM,1956362.97,0,1582967.05,0,0,373395.92,0,0,0,0,0,0,1939925.27,CO,03,,,,,,3000,0,09/30/2022,41823,0
H2CO03245,"SANDOVAL TAFOYA, SOLEDAD",C,1,DEM,977522.63,0,977522.63,0,0,0,0,0,0,0,0,0,935931.99,CO,03,,,,,,19390.64,0,10/20/2022,15645,5000
H2CO03278,"BURNETT, DEBORA LYNN",C,1,DEM,242902.76,0,242523.8,1250,0,378.96,0,0,0,0,0,0,242902.76,CO,03,,,,,,0,0,09/30/2022,108,0
H2CO03286,"RHODES, KELLIE",C,1,DEM,13898.27,0,14084.25,0,0,-185.98,463.72,0,0,0,0,0,13434.55,CO,03,,,,,,0,0,06/30/2022,0,0
